season,week,date,away,home,opener,close,proj,edge,rec,tier,result,clv,clv_pts,margin,proj_err,vegas_err,proj_vs_vegas,actual
2023,7,10/13/23,Fresno State,Utah State,61.0,56.0,61.7,0.7,,,,,,,7.3,13.0,5.7,69.0
2023,7,10/13/23,Stanford,Colorado,59.0,59.0,54.3,-4.7,UNDER,LEAN,LOSS,-,0.0,-30.0,34.7,30.0,-4.7,89.0
2023,7,10/14/23,Kent State,Eastern Michigan,44.25,40.0,54.0,9.8,OVER,STRONG,LOSS,-,-4.2,-2.2,-12.0,2.0,14.0,42.0
2023,7,10/14/23,Temple,North Texas,70.5,68.0,64.3,-6.2,UNDER,STRONG,WIN,+,2.5,11.5,-5.3,-9.0,-3.7,59.0
2023,7,10/14/23,Ohio State,Purdue,51.75,53.0,59.6,7.9,OVER,STRONG,LOSS,+,1.2,-3.8,-11.6,-5.0,6.6,48.0
2023,7,10/14/23,Georgia,Vanderbilt,57.0,55.0,65.0,8.0,OVER,STRONG,PUSH,-,-2.0,0.0,-8.0,2.0,10.0,57.0
2023,7,10/14/23,Syracuse,Florida State,56.5,53.0,48.4,-8.1,UNDER,STRONG,WIN,+,3.5,12.5,-4.4,-9.0,-4.6,44.0
2023,7,10/14/23,Iowa State,Cincinnati,49.0,42.5,52.9,3.9,OVER,LEAN,LOSS,-,-6.5,-9.0,-12.9,-2.5,10.4,40.0
2023,7,10/14/23,Arkansas,Alabama,48.5,45.5,45.2,-3.3,UNDER,LEAN,WIN,+,3.0,3.5,-0.2,-0.5,-0.3,45.0
2023,7,10/14/23,Michigan State,Rutgers,41.25,39.5,41.5,0.2,,,,,,,9.5,11.5,2.0,51.0
2023,7,10/14/23,Indiana,Michigan,49.5,45.5,56.7,7.2,OVER,STRONG,WIN,-,-4.0,9.5,2.3,13.5,11.2,59.0
2023,7,10/14/23,Georgia Southern,James Madison,58.5,59.5,56.6,-1.9,,,,,,,-2.6,-5.5,-2.9,54.0
2023,7,10/14/23,Navy,Charlotte,45.0,44.5,44.9,-0.1,,,,,,,-30.9,-30.5,0.4,14.0
2023,7,10/14/23,Toledo,Ball State,52.0,48.0,54.6,2.6,,,,,,,-35.6,-29.0,6.6,19.0
2023,7,10/14/23,California,Utah,45.0,43.0,45.4,0.4,,,,,,,2.6,5.0,2.4,48.0
2023,7,10/14/23,Miami (OH),Western Michigan,53.25,45.0,47.9,-5.4,UNDER,STRONG,LOSS,+,8.2,-1.8,7.1,10.0,2.9,55.0
2023,7,10/14/23,Florida Atlantic,South Florida,59.5,61.0,58.5,-1.0,,,,,,,11.5,9.0,-2.5,70.0
2023,7,10/14/23,BYU,TCU,52.0,52.5,58.6,6.6,OVER,STRONG,WIN,+,0.5,3.0,-3.6,2.5,6.1,55.0
2023,7,10/14/23,Texas A&M,Tennessee,56.5,54.5,45.8,-10.7,UNDER,STRONG,WIN,+,2.0,23.5,-12.8,-21.5,-8.7,33.0
2023,7,10/14/23,Kansas,Oklahoma State,58.0,54.0,59.3,1.3,,,,,,,11.7,17.0,5.3,71.0
2023,7,10/14/23,Bowling Green,Buffalo,48.75,44.5,50.0,1.2,,,,,,,-12.0,-6.5,5.5,38.0
2023,7,10/14/23,Illinois,Maryland,52.25,52.0,47.1,-5.1,UNDER,STRONG,WIN,+,0.2,1.2,3.9,-1.0,-4.9,51.0
2023,7,10/14/23,Akron,Central Michigan,48.0,44.0,52.8,4.8,OVER,LEAN,LOSS,-,-4.0,-21.0,-25.8,-17.0,8.8,27.0
2023,7,10/14/23,Massachusetts,Penn State,58.0,55.0,62.2,4.2,OVER,LEAN,WIN,-,-3.0,5.0,0.8,8.0,7.2,63.0
2023,7,10/14/23,Wake Forest,Virginia Tech,48.75,48.5,55.9,7.1,OVER,STRONG,LOSS,-,-0.2,-5.8,-12.9,-5.5,7.4,43.0
2023,7,10/14/23,Florida,South Carolina,53.5,50.0,58.3,4.8,OVER,LEAN,WIN,-,-3.5,26.5,21.7,30.0,8.3,80.0
2023,7,10/14/23,Oregon,Washington,67.5,67.0,67.0,-0.5,,,,,,,2.0,2.0,0.0,69.0
2023,7,10/14/23,Troy,Army,43.75,42.0,44.6,0.9,,,,,,,-25.6,-23.0,2.6,19.0
2023,7,10/14/23,Ohio,Northern Illinois,46.75,45.0,51.4,4.6,OVER,LEAN,LOSS,-,-1.8,-10.8,-15.4,-9.0,6.4,36.0
2023,7,10/14/23,Iowa,Wisconsin,37.25,33.5,41.8,4.5,OVER,LEAN,LOSS,-,-3.8,-16.2,-20.8,-12.5,8.3,21.0
2023,7,10/14/23,UNLV,Nevada,56.0,51.5,53.1,-2.9,,,,,,,18.9,20.5,1.6,72.0
2023,7,10/14/23,San José State,New Mexico,57.5,55.0,55.1,-2.4,,,,,,,20.9,21.0,0.1,76.0
2023,7,10/14/23,Louisville,Pittsburgh,47.5,45.0,51.4,3.9,OVER,LEAN,WIN,-,-2.5,11.5,7.6,14.0,6.4,59.0
2023,7,10/14/23,UL Monroe,Texas State,62.0,64.5,55.5,-6.5,UNDER,STRONG,WIN,-,-2.5,21.0,-14.5,-23.5,-9.0,41.0
2023,7,10/14/23,Marshall,Georgia State,57.0,53.5,58.3,1.3,,,,,,,6.7,11.5,4.8,65.0
2023,7,10/14/23,Wyoming,Air Force,44.5,42.0,43.8,-0.7,,,,,,,17.2,19.0,1.8,61.0
2023,7,10/14/23,Auburn,LSU,63.5,60.0,63.3,-0.2,,,,,,,2.7,6.0,3.3,66.0
2023,7,10/14/23,Kansas State,Texas Tech,56.0,57.5,56.2,0.2,,,,,,,2.8,1.5,-1.3,59.0
2023,7,10/14/23,Arizona,Washington State,60.75,56.5,60.7,-0.0,,,,,,,-10.7,-6.5,4.2,50.0
2023,7,10/14/23,USC,Notre Dame,62.5,61.0,66.6,4.1,OVER,LEAN,WIN,-,-1.5,5.5,1.4,7.0,5.6,68.0
2023,7,10/14/23,Missouri,Kentucky,53.25,50.5,47.4,-5.9,UNDER,STRONG,LOSS,+,2.8,-5.8,11.6,8.5,-3.1,59.0
2023,7,10/14/23,Miami,North Carolina,56.0,57.0,65.2,9.2,OVER,STRONG,WIN,+,1.0,16.0,6.8,15.0,8.2,72.0
2023,7,10/14/23,NC State,Duke,48.0,42.5,44.3,-3.7,UNDER,LEAN,WIN,+,5.5,21.0,-17.3,-15.5,1.8,27.0
2023,7,10/14/23,UCLA,Oregon State,53.25,53.5,53.4,0.1,,,,,,,6.6,6.5,-0.1,60.0
2023,7,10/14/23,UAB,UTSA,64.5,67.0,60.8,-3.7,UNDER,LEAN,WIN,-,-2.5,3.5,0.2,-6.0,-6.2,61.0
2023,7,10/14/23,Boise State,Colorado State,62.25,60.0,60.0,-2.2,,,,,,,1.0,1.0,0.0,61.0
2023,7,10/14/23,San Diego State,Hawai'i,52.25,52.0,56.4,4.1,OVER,LEAN,WIN,-,-0.2,22.8,18.6,23.0,4.4,75.0
2023,8,10/17/23,Middle Tennessee,Liberty,55.5,56.5,59.4,3.9,OVER,LEAN,WIN,+,1.0,21.5,17.6,20.5,2.9,77.0
2023,8,10/17/23,Southern Miss,South Alabama,52.5,51.0,59.2,6.7,OVER,STRONG,WIN,-,-1.5,5.5,-1.2,7.0,8.2,58.0
2023,8,10/17/23,Western Kentucky,Jacksonville State,60.0,60.5,59.6,-0.4,,,,,,,-22.6,-23.5,-0.9,37.0
2023,8,10/18/23,Florida International,Sam Houston,40.25,42.0,48.7,8.5,OVER,STRONG,WIN,+,1.8,19.8,11.3,18.0,6.7,60.0
2023,8,10/18/23,New Mexico State,UTEP,48.75,49.0,57.9,9.1,OVER,STRONG,LOSS,+,0.2,-13.8,-22.9,-14.0,8.9,35.0
2023,8,10/19/23,Rice,Tulsa,57.25,56.5,55.2,-2.0,,,,,,,-3.2,-4.5,-1.3,52.0
2023,8,10/19/23,James Madison,Marshall,51.0,49.25,47.0,-4.0,UNDER,LEAN,WIN,+,1.8,22.0,-18.0,-20.2,-2.2,29.0
2023,8,10/20/23,SMU,Temple,55.75,53.0,60.9,5.1,OVER,STRONG,LOSS,-,-2.8,-0.8,-5.9,2.0,7.9,55.0
2023,8,10/21/23,Rutgers,Indiana,41.0,39.5,45.5,4.5,OVER,LEAN,WIN,-,-1.5,4.0,-0.5,5.5,6.0,45.0
2023,8,10/21/23,Baylor,Cincinnati,51.0,50.5,59.9,8.9,OVER,STRONG,WIN,-,-0.5,10.0,1.1,10.5,9.4,61.0
2023,8,10/21/23,Western Michigan,Ohio,52.25,52.0,49.0,-3.2,UNDER,LEAN,WIN,+,0.2,15.2,-12.0,-15.0,-3.0,37.0
2023,8,10/21/23,Mississippi State,Arkansas,49.5,46.0,47.1,-2.4,,,,,,,-37.1,-36.0,1.1,10.0
2023,8,10/21/23,Air Force,Navy,37.25,34.0,39.6,2.4,,,,,,,-16.6,-11.0,5.6,23.0
2023,8,10/21/23,Boston College,Georgia Tech,57.75,57.0,55.9,-1.9,,,,,,,5.1,4.0,-1.1,61.0
2023,8,10/21/23,Memphis,UAB,62.5,62.0,59.0,-3.5,UNDER,LEAN,LOSS,+,0.5,-3.5,7.0,4.0,-3.0,66.0
2023,8,10/21/23,Penn State,Ohio State,45.5,46.5,44.1,-1.4,,,,,,,-12.1,-14.5,-2.4,32.0
2023,8,10/21/23,UCF,Oklahoma,64.25,67.5,67.2,3.0,OVER,LEAN,LOSS,+,3.2,-4.2,-7.2,-7.5,-0.3,60.0
2023,8,10/21/23,Charlotte,East Carolina,41.0,39.5,50.0,9.0,OVER,STRONG,LOSS,-,-1.5,-24.0,-33.0,-22.5,10.5,17.0
2023,8,10/21/23,Akron,Bowling Green,40.5,37.0,53.2,12.7,OVER,STRONG,WIN,-,-3.5,14.5,1.8,18.0,16.2,55.0
2023,8,10/21/23,UL Monroe,Georgia Southern,59.25,60.5,61.2,2.0,,,,,,,4.8,5.5,0.7,66.0
2023,8,10/21/23,Eastern Michigan,Northern Illinois,45.25,43.5,47.0,1.8,,,,,,,-14.0,-10.5,3.5,33.0
2023,8,10/21/23,Minnesota,Iowa,32.25,30.5,35.2,3.0,OVER,LEAN,LOSS,-,-1.8,-10.2,-13.2,-8.5,4.7,22.0
2023,8,10/21/23,Northwestern,Nebraska,42.5,40.0,44.7,2.2,,,,,,,-18.7,-14.0,4.7,26.0
2023,8,10/21/23,Oklahoma State,West Virginia,50.25,48.5,54.2,4.0,OVER,LEAN,WIN,-,-1.8,31.8,27.8,33.5,5.7,82.0
2023,8,10/21/23,Buffalo,Kent State,45.75,44.0,52.7,7.0,OVER,STRONG,LOSS,-,-1.8,-15.8,-22.7,-14.0,8.7,30.0
2023,8,10/21/23,Wisconsin,Illinois,42.25,41.0,48.4,6.1,OVER,STRONG,WIN,-,-1.2,3.8,-2.4,5.0,7.4,46.0
2023,8,10/21/23,North Texas,Tulane,62.75,63.5,59.7,-3.0,UNDER,LEAN,LOSS,-,-0.8,-0.2,3.3,-0.5,-3.8,63.0
2023,8,10/21/23,South Florida,UConn,55.5,57.0,55.5,0.0,,,,,,,-10.5,-12.0,-1.5,45.0
2023,8,10/21/23,South Carolina,Missouri,59.25,57.5,54.5,-4.8,UNDER,LEAN,WIN,+,1.8,13.2,-8.5,-11.5,-3.0,46.0
2023,8,10/21/23,Central Michigan,Ball State,42.25,42.0,47.4,5.1,OVER,STRONG,LOSS,-,-0.2,-1.2,-6.4,-1.0,5.4,41.0
2023,8,10/21/23,Washington State,Oregon,62.5,60.5,62.0,-0.5,,,,,,,0.0,1.5,1.5,62.0
2023,8,10/21/23,Pittsburgh,Wake Forest,47.5,45.0,50.1,2.6,,,,,,,-12.1,-7.0,5.1,38.0
2023,8,10/21/23,Tennessee,Alabama,49.0,47.5,43.9,-5.1,UNDER,STRONG,LOSS,+,1.5,-5.0,10.1,6.5,-3.6,54.0
2023,8,10/21/23,Texas,Houston,61.25,60.5,69.3,8.0,OVER,STRONG,LOSS,-,-0.8,-6.2,-14.3,-5.5,8.8,55.0
2023,8,10/21/23,Toledo,Miami (OH),48.75,46.5,52.3,3.5,OVER,LEAN,LOSS,-,-2.2,-10.8,-14.3,-8.5,5.8,38.0
2023,8,10/21/23,Hawai'i,New Mexico,59.5,60.0,63.0,3.5,OVER,LEAN,WIN,+,0.5,3.5,0.0,3.0,3.0,63.0
2023,8,10/21/23,UTSA,Florida Atlantic,59.0,58.5,53.8,-5.2,UNDER,STRONG,WIN,+,0.5,13.0,-7.8,-12.5,-4.7,46.0
2023,8,10/21/23,Virginia,North Carolina,56.5,58.0,59.2,2.7,,,,,,,-1.2,0.0,1.2,58.0
2023,8,10/21/23,Utah State,San José State,65.75,65.0,65.6,-0.2,,,,,,,-2.6,-2.0,0.6,63.0
2023,8,10/21/23,App State,Old Dominion,54.0,56.0,56.4,2.4,,,,,,,-7.4,-7.0,0.4,49.0
2023,8,10/21/23,Coastal Carolina,Arkansas State,60.25,59.5,62.1,1.9,,,,,,,-18.1,-15.5,2.6,44.0
2023,8,10/21/23,Texas Tech,BYU,51.25,50.0,58.6,7.4,OVER,STRONG,LOSS,-,-1.2,-10.2,-17.6,-9.0,8.6,41.0
2023,8,10/21/23,Ole Miss,Auburn,57.0,55.5,60.9,3.9,OVER,LEAN,LOSS,-,-1.5,-8.0,-11.9,-6.5,5.4,49.0
2023,8,10/21/23,Colorado State,UNLV,62.5,60.0,55.9,-6.6,UNDER,STRONG,WIN,+,2.5,14.5,-7.9,-12.0,-4.1,48.0
2023,8,10/21/23,TCU,Kansas State,58.5,60.0,59.5,1.0,,,,,,,-15.5,-16.0,-0.5,44.0
2023,8,10/21/23,Michigan,Michigan State,47.5,46.5,57.8,10.3,OVER,STRONG,WIN,-,-1.0,1.5,-8.8,2.5,11.3,49.0
2023,8,10/21/23,Army,LSU,58.25,60.0,61.5,3.2,OVER,LEAN,WIN,+,1.8,3.8,0.5,2.0,1.5,62.0
2023,8,10/21/23,Duke,Florida State,48.75,49.0,52.8,4.0,OVER,LEAN,WIN,+,0.2,9.2,5.2,9.0,3.8,58.0
2023,8,10/21/23,Utah,USC,56.0,52.0,53.2,-2.8,,,,,,,12.8,14.0,1.2,66.0
2023,8,10/21/23,Georgia State,Louisiana,60.25,62.0,64.2,4.0,OVER,LEAN,LOSS,+,1.8,-23.2,-27.2,-25.0,2.2,37.0
2023,8,10/21/23,Clemson,Miami,49.0,45.0,53.0,4.0,OVER,LEAN,LOSS,-,-4.0,-1.0,-5.0,3.0,8.0,48.0
2023,8,10/21/23,Nevada,San Diego State,48.5,48.5,58.5,10.0,OVER,STRONG,LOSS,-,0.0,-42.5,-52.5,-42.5,10.0,6.0
2023,8,10/21/23,Arizona State,Washington,58.75,60.0,66.3,7.5,OVER,STRONG,LOSS,+,1.2,-36.8,-44.3,-38.0,6.3,22.0
2023,8,10/21/23,UCLA,Stanford,54.75,52.0,58.7,4.0,OVER,LEAN,LOSS,-,-2.8,-5.8,-9.7,-3.0,6.7,49.0
2023,9,10/24/23,New Mexico State,Louisiana Tech,51.5,55.0,56.2,4.7,OVER,LEAN,LOSS,+,3.5,-0.5,-5.2,-4.0,1.2,51.0
2023,9,10/24/23,Liberty,Western Kentucky,60.5,61.5,65.1,4.6,OVER,LEAN,WIN,+,1.0,10.5,5.9,9.5,3.6,71.0
2023,9,10/25/23,Jacksonville State,Florida International,44.0,48.0,50.8,6.8,OVER,STRONG,WIN,+,4.0,13.0,6.2,9.0,2.8,57.0
2023,9,10/25/23,UTEP,Sam Houston,36.0,38.0,49.3,13.3,OVER,STRONG,WIN,+,2.0,35.0,21.7,33.0,11.3,71.0
2023,9,10/26/23,Syracuse,Virginia Tech,47.0,47.0,48.0,1.0,,,,,,,0.0,1.0,1.0,48.0
2023,9,10/26/23,Georgia State,Georgia Southern,62.0,63.0,63.4,1.4,,,,,,,7.6,8.0,0.4,71.0
2023,9,10/27/23,Florida Atlantic,Charlotte,41.5,45.0,48.9,7.4,OVER,STRONG,WIN,+,3.5,12.5,5.1,9.0,3.9,54.0
2023,9,10/28/23,Tulsa,SMU,57.0,55.0,55.7,-1.3,,,,,,,23.3,24.0,0.7,79.0
2023,9,10/28/23,Maryland,Northwestern,48.75,48.5,52.7,4.0,OVER,LEAN,WIN,-,-0.2,11.2,7.3,11.5,4.2,60.0
2023,9,10/28/23,West Virginia,UCF,59.5,59.0,61.0,1.5,,,,,,,8.0,10.0,2.0,69.0
2023,9,10/28/23,Houston,Kansas State,60.25,60.5,61.5,1.2,,,,,,,-20.5,-19.5,1.0,41.0
2023,9,10/28/23,Oklahoma,Kansas,66.0,66.5,66.9,0.9,,,,,,,4.1,4.5,0.4,71.0
2023,9,10/28/23,Florida State,Wake Forest,53.0,53.0,58.5,5.5,OVER,STRONG,WIN,-,0.0,4.0,-1.5,4.0,5.5,57.0
2023,9,10/28/23,Massachusetts,Army,48.0,49.0,52.5,4.5,OVER,LEAN,LOSS,+,1.0,-13.0,-17.5,-14.0,3.5,35.0
2023,9,10/28/23,Indiana,Penn State,44.5,45.0,50.2,5.7,OVER,STRONG,WIN,+,0.5,12.5,6.8,12.0,5.2,57.0
2023,9,10/28/23,South Carolina,Texas A&M,54.5,51.5,52.5,-2.0,,,,,,,-5.5,-4.5,1.0,47.0
2023,9,10/28/23,UConn,Boston College,52.5,49.0,50.2,-2.3,,,,,,,-15.2,-14.0,1.2,35.0
2023,9,10/28/23,Western Michigan,Eastern Michigan,44.5,49.5,52.5,8.0,OVER,STRONG,WIN,+,5.0,21.5,13.5,16.5,3.0,66.0
2023,9,10/28/23,Clemson,NC State,43.5,44.5,49.8,6.3,OVER,STRONG,LOSS,+,1.0,-2.5,-8.8,-3.5,5.3,41.0
2023,9,10/28/23,Memphis,North Texas,67.5,69.5,60.5,-7.0,UNDER,STRONG,LOSS,-,-2.0,-19.5,26.5,17.5,-9.0,87.0
2023,9,10/28/23,East Carolina,UTSA,46.0,48.0,48.9,2.9,,,,,,,19.1,20.0,0.9,68.0
2023,9,10/28/23,BYU,Texas,50.5,49.5,56.2,5.7,OVER,STRONG,LOSS,-,-1.0,-9.5,-15.2,-8.5,6.7,41.0
2023,9,10/28/23,Duke,Louisville,47.0,47.0,48.9,1.9,,,,,,,-25.9,-24.0,1.9,23.0
2023,9,10/28/23,Southern Miss,App State,55.5,55.5,63.1,7.6,OVER,STRONG,WIN,-,0.0,30.5,22.9,30.5,7.6,86.0
2023,9,10/28/23,Virginia,Miami,50.0,48.0,52.5,2.5,,,,,,,2.5,7.0,4.5,55.0
2023,9,10/28/23,Pittsburgh,Notre Dame,46.5,45.5,44.9,-1.6,,,,,,,20.1,19.5,-0.6,65.0
2023,9,10/28/23,Iowa State,Baylor,47.0,47.0,55.0,8.0,OVER,STRONG,WIN,-,0.0,1.0,-7.0,1.0,8.0,48.0
2023,9,10/28/23,Michigan State,Minnesota,40.5,41.0,43.1,2.6,,,,,,,-4.1,-2.0,2.1,39.0
2023,9,10/28/23,Georgia,Florida,49.0,50.0,57.6,8.6,OVER,STRONG,WIN,+,1.0,14.0,5.4,13.0,7.6,63.0
2023,9,10/28/23,Mississippi State,Auburn,43.25,40.0,46.5,3.2,OVER,LEAN,LOSS,-,-3.2,-3.2,-6.5,0.0,6.5,40.0
2023,9,10/28/23,Purdue,Nebraska,41.75,39.5,52.1,10.4,OVER,STRONG,WIN,-,-2.2,3.2,-7.1,5.5,12.6,45.0
2023,9,10/28/23,Oregon,Utah,49.0,47.5,51.7,2.7,,,,,,,-10.7,-6.5,4.2,41.0
2023,9,10/28/23,Miami (OH),Ohio,40.0,39.0,45.5,5.5,OVER,STRONG,WIN,-,-1.0,6.0,0.5,7.0,6.5,46.0
2023,9,10/28/23,Tulane,Rice,54.75,55.0,49.8,-5.0,UNDER,STRONG,LOSS,-,-0.2,-3.2,8.2,3.0,-5.2,58.0
2023,9,10/28/23,USC,California,67.25,67.5,64.7,-2.5,,,,,,,34.3,31.5,-2.8,99.0
2023,9,10/28/23,Louisiana,South Alabama,52.25,55.0,54.4,2.1,,,,,,,-1.4,-2.0,-0.6,53.0
2023,9,10/28/23,Arkansas State,UL Monroe,58.25,55.5,52.1,-6.1,UNDER,STRONG,WIN,+,2.8,0.2,5.9,2.5,-3.4,58.0
2023,9,10/28/23,Wyoming,Boise State,49.5,48.5,50.0,0.5,,,,,,,-11.0,-9.5,1.5,39.0
2023,9,10/28/23,Marshall,Coastal Carolina,48.0,47.0,61.7,13.7,OVER,STRONG,LOSS,-,-1.0,-8.0,-21.7,-7.0,14.7,40.0
2023,9,10/28/23,Troy,Texas State,52.5,53.5,52.0,-0.5,,,,,,,-8.0,-9.5,-1.5,44.0
2023,9,10/28/23,Tennessee,Kentucky,51.5,50.5,49.5,-2.0,,,,,,,10.5,9.5,-1.0,60.0
2023,9,10/28/23,Air Force,Colorado State,49.75,47.5,53.4,3.6,OVER,LEAN,LOSS,-,-2.2,-6.8,-10.4,-4.5,5.9,43.0
2023,9,10/28/23,Washington,Stanford,59.5,62.0,66.5,7.0,OVER,STRONG,WIN,+,2.5,15.5,8.5,13.0,4.5,75.0
2023,9,10/28/23,Colorado,UCLA,64.0,60.5,58.2,-5.8,UNDER,STRONG,WIN,+,3.5,20.0,-14.2,-16.5,-2.3,44.0
2023,9,10/28/23,Vanderbilt,Ole Miss,63.5,63.0,66.2,2.7,,,,,,,-26.2,-23.0,3.2,40.0
2023,9,10/28/23,Ohio State,Wisconsin,44.0,48.0,54.6,10.6,OVER,STRONG,LOSS,+,4.0,-10.0,-20.6,-14.0,6.6,34.0
2023,9,10/28/23,North Carolina,Georgia Tech,63.5,65.0,66.5,3.0,OVER,LEAN,WIN,+,1.5,24.5,21.5,23.0,1.5,88.0
2023,9,10/28/23,Old Dominion,James Madison,49.0,48.0,44.4,-4.6,UNDER,LEAN,LOSS,+,1.0,-8.0,12.6,9.0,-3.6,57.0
2023,9,10/28/23,Washington State,Arizona State,51.5,49.0,52.5,1.0,,,,,,,12.5,16.0,3.5,65.0
2023,9,10/28/23,Cincinnati,Oklahoma State,54.25,53.0,60.7,6.5,OVER,STRONG,WIN,-,-1.2,3.8,-2.7,5.0,7.7,58.0
2023,9,10/28/23,New Mexico,Nevada,50.75,49.5,60.9,10.1,OVER,STRONG,WIN,-,-1.2,7.2,-2.9,8.5,11.4,58.0
2023,9,10/28/23,Oregon State,Arizona,57.0,57.5,60.2,3.2,OVER,LEAN,LOSS,+,0.5,-6.0,-9.2,-6.5,2.7,51.0
2023,9,10/28/23,UNLV,Fresno State,58.5,56.0,53.4,-5.1,UNDER,STRONG,WIN,+,2.5,3.5,1.6,-1.0,-2.6,55.0
2023,9,10/28/23,San José State,Hawai'i,61.0,57.0,53.2,-7.8,UNDER,STRONG,WIN,+,4.0,26.0,-18.2,-22.0,-3.8,35.0
2023,10,10/31/23,Northern Illinois,Central Michigan,45.5,48.0,53.6,8.1,OVER,STRONG,WIN,+,2.5,22.5,14.4,20.0,5.6,68.0
2023,10,10/31/23,Buffalo,Toledo,52.5,47.25,55.1,2.6,,,,,,,-11.1,-3.2,7.9,44.0
2023,10,11/01/23,Ball State,Bowling Green,39.5,39.5,47.5,8.0,OVER,STRONG,WIN,-,0.0,5.5,-2.5,5.5,8.0,45.0
2023,10,11/01/23,Kent State,Akron,39.0,39.75,50.7,11.7,OVER,STRONG,WIN,+,0.8,19.0,7.3,18.2,11.0,58.0
2023,10,11/02/23,TCU,Texas Tech,59.25,59.5,63.3,4.0,OVER,LEAN,WIN,+,0.2,3.8,-0.3,3.5,3.8,63.0
2023,10,11/02/23,Wake Forest,Duke,45.25,41.0,49.7,4.5,OVER,LEAN,LOSS,-,-4.2,-0.2,-4.7,4.0,8.7,45.0
2023,10,11/02/23,South Alabama,Troy,46.5,43.5,48.0,1.5,,,,,,,-10.0,-5.5,4.5,38.0
2023,10,11/03/23,Boston College,Syracuse,51.25,47.5,49.1,-2.1,,,,,,,-22.1,-20.5,1.6,27.0
2023,10,11/03/23,Colorado State,Wyoming,43.5,43.5,47.0,3.5,OVER,LEAN,LOSS,-,0.0,-4.5,-8.0,-4.5,3.5,39.0
2023,10,11/04/23,Wisconsin,Indiana,44.0,45.0,51.0,7.0,OVER,STRONG,LOSS,+,1.0,-10.0,-17.0,-11.0,6.0,34.0
2023,10,11/04/23,Jacksonville State,South Carolina,55.0,55.0,51.3,-3.7,UNDER,LEAN,LOSS,-,0.0,-11.0,14.7,11.0,-3.7,66.0
2023,10,11/04/23,Ohio State,Rutgers,43.5,42.5,45.9,2.4,,,,,,,5.1,8.5,3.4,51.0
2023,10,11/04/23,Nebraska,Michigan State,35.0,34.5,44.2,9.2,OVER,STRONG,WIN,-,-0.5,2.0,-7.2,2.5,9.7,37.0
2023,10,11/04/23,Kansas State,Texas,51.5,49.25,59.9,8.4,OVER,STRONG,WIN,-,-2.2,11.5,3.1,13.8,10.6,63.0
2023,10,11/04/23,Arkansas,Florida,48.75,49.5,51.9,3.1,OVER,LEAN,WIN,+,0.8,26.2,23.1,25.5,2.4,75.0
2023,10,11/04/23,UConn,Tennessee,53.0,55.5,55.5,2.5,,,,,,,6.5,6.5,0.0,62.0
2023,10,11/04/23,Notre Dame,Clemson,46.0,44.5,53.5,7.5,OVER,STRONG,WIN,-,-1.5,8.0,0.5,9.5,9.0,54.0
2023,10,11/04/23,Texas A&M,Ole Miss,53.5,52.5,55.3,1.8,,,,,,,17.7,20.5,2.8,73.0
2023,10,11/04/23,Navy,Temple,41.5,46.0,49.6,8.1,OVER,STRONG,WIN,+,4.5,8.5,0.4,4.0,3.6,50.0
2023,10,11/04/23,Arizona State,Utah,41.5,39.0,44.7,3.2,OVER,LEAN,WIN,-,-2.5,16.5,13.3,19.0,5.7,58.0
2023,10,11/04/23,Georgia Tech,Virginia,54.5,56.0,59.7,5.2,OVER,STRONG,WIN,+,1.5,7.5,2.3,6.0,3.7,62.0
2023,10,11/04/23,Army,Air Force,35.0,32.0,47.0,12.0,OVER,STRONG,LOSS,-,-3.0,-9.0,-21.0,-6.0,15.0,26.0
2023,10,11/04/23,Florida Atlantic,UAB,60.0,59.5,55.1,-4.9,UNDER,LEAN,LOSS,+,0.5,-27.0,31.9,27.5,-4.4,87.0
2023,10,11/04/23,Louisiana,Arkansas State,60.5,59.5,55.9,-4.6,UNDER,LEAN,WIN,+,1.0,6.5,-1.9,-5.5,-3.6,54.0
2023,10,11/04/23,UTSA,North Texas,70.0,71.0,64.7,-5.3,UNDER,STRONG,WIN,-,-1.0,4.0,1.3,-5.0,-6.3,66.0
2023,10,11/04/23,South Florida,Memphis,67.0,68.5,68.4,1.4,,,,,,,40.6,40.5,-0.1,109.0
2023,10,11/04/23,Coastal Carolina,Old Dominion,53.0,51.5,54.3,1.3,,,,,,,-2.3,0.5,2.8,52.0
2023,10,11/04/23,Oklahoma,Oklahoma State,62.0,62.5,63.3,1.3,,,,,,,-12.3,-11.5,0.8,51.0
2023,10,11/04/23,Penn State,Maryland,50.0,50.5,48.1,-1.9,,,,,,,17.9,15.5,-2.4,66.0
2023,10,11/04/23,Missouri,Georgia,56.0,55.5,52.1,-3.9,UNDER,LEAN,WIN,+,0.5,5.0,-1.1,-4.5,-3.4,51.0
2023,10,11/04/23,Illinois,Minnesota,42.5,44.0,42.5,0.0,,,,,,,10.5,9.0,-1.5,53.0
2023,10,11/04/23,UCF,Cincinnati,59.0,60.0,64.8,5.8,OVER,STRONG,LOSS,+,1.0,-5.0,-10.8,-6.0,4.8,54.0
2023,10,11/04/23,James Madison,Georgia State,55.0,53.0,49.5,-5.5,UNDER,STRONG,LOSS,+,2.0,-1.0,6.5,3.0,-3.5,56.0
2023,10,11/04/23,Tulane,East Carolina,48.0,44.5,44.3,-3.7,UNDER,LEAN,WIN,+,3.5,25.0,-21.3,-21.5,-0.2,23.0
